TIPO_CONST;COLAP_TOTA;COLAP_PAR;CIMEN_AFEC;FUERA_PLOM;AGR_MUROS;AGR_MAMP;DASOBCH;OTROS;PANCARTA
tipconst_mixta;no;si;si;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;poca;poca;mode;mode;poca;INSPECCIONADO
tipconst_mixta;no;si;no;poca;mode;mode;sev;poca;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;si;si;no;poca;sev;sev;sev;poca;INSEGURO
tipconst_hormigo;si;no;no;mode;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;mode;mode;mode;sev;poca;INSEGURO
tipconst_hormigo;no;si;si;poca;poca;sev;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;si;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;si;no;si;poca;poca;poca;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;mode;poca;sev;sev;sev;INSEGURO
tipconst_mixta;si;si;no;sev;sev;sev;sev;sev;INSEGURO
tipconst_mixta;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;no;poca;sev;mode;poca;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;mode;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;sev;poca;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;sev;sev;mode;mode;mode;INSEGURO
tipconst_hormigo;no;si;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;mode;poca;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;si;mode;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;no;poca;poca;mode;poca;mode;USO RESTRINGIDO
tipconst_refestruc;si;si;si;mode;sev;sev;sev;sev;INSEGURO
tipconst_mixta;no;si;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;sev;mode;sev;USO RESTRINGIDO
tipconst_metalic;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_metalic;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;sev;mode;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;no;mode;mode;mode;mode;mode;INSEGURO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_estmuro;no;si;no;mode;mode;mode;mode;mode;INSEGURO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_mixta;no;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_mixta;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_estmad;no;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;poca;sev;mode;INSEGURO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;no;mode;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;si;poca;poca;mode;poca;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;si;si;no;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;mode;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;poca;poca;sev;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;mode;poca;poca;poca;mode;INSEGURO
tipconst_hormigo;no;no;si;poca;sev;poca;poca;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;INSEGURO
tipconst_mixta;no;si;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;sev;mode;mode;mode;mode;INSEGURO
tipconst_mixta;no;si;no;poca;mode;mode;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;sev;poca;poca;INSEGURO
tipconst_mixta;no;si;no;poca;sev;sev;poca;poca;INSEGURO
tipconst_hormigo;no;si;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;si;no;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;sev;sev;sev;sev;USO RESTRINGIDO
tipconst_mixta;no;si;no;poca;sev;sev;sev;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;sev;mode;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;sev;sev;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;sev;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;sev;mode;poca;USO RESTRINGIDO
tipconst_manrest;no;no;no;poca;poca;sev;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;sev;sev;sev;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;mode;poca;mode;mode;mode;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;si;si;no;poca;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_estmad;no;si;no;mode;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;si;mode;sev;sev;sev;poca;INSEGURO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;no;mode;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;si;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;si;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;si;si;si;mode;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;si;poca;mode;sev;sev;mode;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;si;mode;sev;sev;sev;sev;INSEGURO
tipconst_estmuro;no;no;no;poca;mode;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;si;mode;mode;poca;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;si;mode;poca;mode;poca;mode;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;mode;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;sev;sev;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;mode;sev;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;sev;sev;mode;mode;mode;INSEGURO
tipconst_hormigo;no;si;si;sev;sev;mode;poca;poca;INSEGURO
tipconst_hormigo;no;no;si;poca;mode;mode;sev;poca;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;poca;mode;poca;USO RESTRINGIDO
tipconst_estmuro;no;si;no;poca;mode;mode;mode;mode;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;mode;sev;sev;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;sev;sev;mode;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;si;si;si;sev;sev;sev;sev;poca;INSEGURO
tipconst_hormigo;no;si;si;poca;mode;mode;poca;poca;INSEGURO
tipconst_mixta;no;si;si;poca;poca;mode;poca;poca;INSEGURO
tipconst_estmad;no;si;no;poca;poca;mode;poca;poca;INSEGURO
tipconst_mixta;no;si;no;poca;poca;mode;poca;poca;INSEGURO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSEGURO
tipconst_hormigo;no;si;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;sev;mode;poca;USO RESTRINGIDO
tipconst_estmad;no;si;no;poca;mode;sev;mode;poca;INSEGURO
tipconst_mixta;no;si;no;mode;mode;sev;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;sev;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;si;sev;poca;mode;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;si;mode;sev;sev;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;si;si;si;sev;sev;sev;sev;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;sev;USO RESTRINGIDO
tipconst_hormigo;no;si;si;mode;mode;mode;mode;sev;INSEGURO
tipconst_hormigo;no;si;si;mode;poca;mode;poca;sev;USO RESTRINGIDO
tipconst_hormigo;no;si;si;mode;mode;mode;mode;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;mode;USO RESTRINGIDO
tipconst_hormigo;si;si;si;mode;mode;sev;mode;sev;INSEGURO
tipconst_hormigo;si;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;mode;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;mode;poca;mode;mode;sev;USO RESTRINGIDO
tipconst_mixta;si;si;si;poca;poca;poca;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;si;mode;poca;sev;mode;poca;INSEGURO
tipconst_hormigo;no;si;si;mode;mode;mode;mode;poca;INSEGURO
tipconst_mixta;no;si;si;poca;sev;sev;mode;poca;INSEGURO
tipconst_hormigo;no;si;si;poca;sev;mode;poca;sev;INSEGURO
tipconst_manrest;no;si;si;mode;sev;sev;sev;mode;INSEGURO
tipconst_mixta;si;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_mixta;no;si;no;poca;mode;sev;sev;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;mode;poca;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;mode;poca;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;mode;sev;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;mode;mode;mode;mode;poca;INSEGURO
tipconst_hormigo;no;si;si;mode;mode;sev;mode;poca;INSEGURO
tipconst_hormigo;no;si;no;mode;mode;sev;sev;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;si;si;mode;sev;sev;mode;poca;INSEGURO
tipconst_mixta;no;si;no;poca;poca;sev;mode;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;si;mode;mode;mode;poca;poca;INSEGURO
tipconst_mixta;no;no;si;mode;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_estmad;si;si;si;sev;sev;poca;sev;poca;INSEGURO
tipconst_mixta;no;si;no;mode;mode;sev;mode;poca;INSEGURO
tipconst_hormigo;no;si;no;poca;poca;poca;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;mode;mode;mode;poca;mode;USO RESTRINGIDO
tipconst_mixta;si;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;si;si;si;sev;sev;sev;sev;sev;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;si;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_estmuro;no;no;no;poca;poca;mode;mode;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_estmuro;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_metalic;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_estmad;no;si;si;mode;sev;sev;sev;mode;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;mode;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;mode;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;mode;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;si;poca;mode;mode;poca;poca;INSEGURO
tipconst_hormigo;no;no;si;poca;mode;mode;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;sev;sev;mode;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;si;mode;sev;sev;mode;poca;INSEGURO
tipconst_hormigo;no;no;si;mode;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_mixta;no;no;no;poca;mode;sev;poca;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;mode;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;si;si;no;poca;sev;sev;mode;poca;INSEGURO
tipconst_hormigo;no;no;no;poca;poca;sev;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;mode;sev;mode;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
tipconst_mixta;no;no;no;poca;mode;mode;poca;poca;INSPECCIONADO
tipconst_hormigo;no;no;no;poca;poca;mode;poca;poca;USO RESTRINGIDO
tipconst_hormigo;no;no;no;poca;poca;poca;poca;poca;INSPECCIONADO
